accountNumber,accountBalance,housingLoan,vehicleLoan,branchCity
922,169,yes,no,Pittsburgh
923,444,yes,no,Pennsylvania
924,542,yes,no,Newcastle
925,-205,yes,no,New York
926,112,yes,no,San Jose
927,39,no,no,Houston
928,1268,yes,no,San Fransisco
929,-98,yes,no,Los Angeles
930,44,yes,yes,Jersey
931,-90,yes,yes,San Antonio
932,0,no,no,Dallas
933,-94,yes,yes,Santa Clara
934,-345,yes,no,Rosselle
935,-932,yes,no,Pittsburgh
936,20,yes,no,Pennsylvania
937,90,yes,no,Newcastle
938,31,yes,no,New York
939,134,yes,yes,San Jose
940,0,yes,no,Houston
941,61,yes,no,San Fransisco
942,-5,yes,no,Los Angeles
943,-45,no,no,Jersey
944,156,yes,yes,San Antonio
945,564,yes,no,Dallas
946,-6,yes,no,Santa Clara
947,528,no,no,Rosselle
948,1481,yes,no,Pittsburgh
949,2019,no,no,Pennsylvania
950,1855,yes,no,Newcastle
951,147,yes,yes,New York
952,220,yes,no,San Jose
953,198,yes,no,Houston
954,115,no,no,San Fransisco
955,87,yes,no,Los Angeles
956,644,yes,no,Jersey
957,225,yes,yes,San Antonio
958,502,yes,no,Dallas
959,-32,yes,no,Santa Clara
960,106,yes,no,Rosselle
961,301,yes,no,Pittsburgh
962,906,yes,no,Pennsylvania
963,187,yes,no,Newcastle
964,852,yes,yes,New York
965,143,yes,no,San Jose
966,71,no,no,Houston
967,1496,yes,no,San Fransisco
968,703,yes,no,Los Angeles
969,732,yes,no,Jersey
970,21,yes,no,San Antonio
971,276,yes,no,Dallas
972,0,yes,no,Santa Clara
973,550,yes,no,Rosselle
974,268,yes,no,Pittsburgh
975,-825,yes,no,Pennsylvania
976,137,yes,yes,Newcastle
977,42,yes,yes,New York
978,54,no,no,San Jose
979,1716,yes,no,Houston
980,270,yes,no,San Fransisco
981,803,yes,no,Los Angeles
982,102,yes,no,Jersey
983,188,yes,no,San Antonio
984,207,yes,no,Dallas
985,1466,yes,no,Santa Clara
986,350,yes,no,Rosselle
987,159,yes,no,Pittsburgh
988,157,yes,yes,Pennsylvania
989,0,no,no,Newcastle
990,91,yes,no,New York
991,849,yes,no,San Jose
992,436,yes,no,Houston
993,-1,yes,no,San Fransisco
994,297,yes,no,Los Angeles
995,313,yes,yes,Jersey
996,310,yes,no,San Antonio
997,475,yes,no,Dallas
998,61,yes,no,Santa Clara
999,1377,yes,no,Rosselle
1000,56,no,no,Pittsburgh
1001,0,yes,no,Pennsylvania
1002,73,no,no,Newcastle
1003,660,yes,no,New York
1004,-79,yes,no,San Jose
1005,558,yes,no,Houston
1006,342,yes,no,San Fransisco
1007,-4,yes,no,Los Angeles
1008,225,yes,no,Jersey
1009,267,yes,no,San Antonio
1010,46,yes,no,Dallas
1011,624,yes,no,Santa Clara
1012,1107,yes,yes,Rosselle
1013,573,yes,no,Pittsburgh
1014,406,yes,no,Pennsylvania
1015,220,yes,no,Newcastle
1016,2308,yes,no,New York
1017,139,yes,no,San Jose
1018,367,yes,no,Houston
1019,278,yes,no,San Fransisco
1020,229,yes,no,Los Angeles
1021,1722,yes,no,Jersey
1022,-500,yes,no,San Antonio
1023,308,yes,no,Dallas
1024,1026,yes,yes,Santa Clara
1025,548,yes,no,Rosselle
1026,356,yes,yes,Pittsburgh
1027,164,yes,no,Pennsylvania
1028,211,no,no,Newcastle
1029,19,yes,no,New York
1030,108,yes,yes,San Jose
1031,308,yes,no,Houston
1032,7,yes,yes,San Fransisco
1033,16,yes,yes,Los Angeles
1034,867,yes,no,Jersey
1035,277,yes,no,San Antonio
1036,196,yes,no,Dallas
1037,365,yes,yes,Santa Clara
1038,1310,no,no,Rosselle
1039,186,no,no,Pittsburgh
1040,148,yes,no,Pennsylvania
1041,862,yes,yes,Newcastle
1042,359,yes,no,New York
1043,190,no,no,San Jose
1044,4,yes,yes,Houston
1045,0,yes,no,San Fransisco
1046,42,yes,no,Los Angeles
1047,2605,yes,no,Jersey
1048,60,yes,yes,San Antonio
1049,98,yes,no,Dallas
1050,-181,yes,no,Santa Clara
1051,118,yes,no,Rosselle
1052,-15,yes,no,Pittsburgh
1053,671,yes,no,Pennsylvania
1054,1557,yes,no,Newcastle
1055,-20,yes,no,New York
1056,323,yes,no,San Jose
1057,-171,yes,no,Houston
1058,438,yes,no,San Fransisco
1059,316,yes,no,Los Angeles
1060,174,yes,no,Jersey
1061,442,yes,no,San Antonio
1062,786,yes,no,Dallas
1063,-317,yes,no,Santa Clara
1064,667,yes,no,Rosselle
1065,-158,yes,no,Pittsburgh
1066,72,yes,no,Pennsylvania
1067,58,yes,no,Newcastle
1068,396,yes,yes,New York
1069,10,yes,no,San Jose
1070,2887,yes,no,Houston
1071,0,no,no,San Fransisco
1072,89,no,no,Los Angeles
1073,50,yes,no,Jersey
1074,29,yes,no,San Antonio
1075,420,yes,no,Dallas
1076,114,yes,no,Santa Clara
1077,365,yes,no,Rosselle
1078,0,yes,no,Pittsburgh
1079,-24,yes,no,Pennsylvania
1080,743,yes,no,Newcastle
1081,0,no,no,New York
1082,99,yes,no,San Jose
1083,22,yes,yes,Houston
1084,251,yes,no,San Fransisco
1085,615,yes,no,Los Angeles
1086,136,yes,no,Jersey
1087,2167,yes,no,San Antonio
1088,309,yes,no,Dallas
1089,221,yes,no,Santa Clara
1090,321,yes,no,Rosselle
1091,-33,yes,no,Pittsburgh
1092,76,yes,no,Pennsylvania
1093,42,yes,no,Newcastle
1094,76,yes,no,New York
1095,1293,yes,no,San Jose
1096,526,yes,no,Houston
1097,873,yes,no,San Fransisco
1098,40,yes,no,Los Angeles
1099,117,yes,no,Jersey
1100,671,yes,no,San Antonio
1101,145,yes,no,Dallas
1102,1807,no,no,Santa Clara
1103,-212,yes,yes,Rosselle
1104,133,yes,no,Pittsburgh
1105,566,no,no,Pennsylvania
1106,1924,yes,no,Newcastle
1107,145,yes,no,New York
1108,487,yes,no,San Jose
1109,-57,yes,no,Houston
1110,81,yes,no,San Fransisco
1111,-227,yes,no,Los Angeles
1112,2710,yes,yes,Jersey
1113,98,yes,no,San Antonio
1114,1230,yes,yes,Dallas
1115,78,yes,yes,Santa Clara
1116,137,yes,yes,Rosselle
1117,354,yes,no,Pittsburgh
1118,149,yes,no,Pennsylvania
1119,126,yes,no,Newcastle
1120,0,yes,no,New York
1121,8266,yes,no,San Jose
1122,51,yes,no,Houston
1123,258,yes,no,San Fransisco
1124,117,yes,no,Los Angeles
1125,199,yes,yes,Jersey
1126,219,yes,no,San Antonio
1127,1571,yes,no,Dallas
1128,223,yes,no,Santa Clara
1129,-79,no,no,Rosselle
1130,321,yes,no,Pittsburgh
1131,2527,yes,no,Pennsylvania
1132,5,yes,no,Newcastle
1133,20,yes,no,New York
1134,1045,yes,yes,San Jose
1135,1,yes,no,Houston
1136,3,yes,no,San Fransisco
1137,-55,yes,no,Los Angeles
1138,141,yes,no,Jersey
1139,374,yes,no,San Antonio
1140,93,yes,no,Dallas
1141,460,yes,no,Santa Clara
1142,78,yes,no,Rosselle
1143,135,yes,no,Pittsburgh
1144,367,yes,yes,Pennsylvania
1145,248,yes,no,Newcastle
1146,630,yes,no,New York
1147,-30,yes,no,San Jose
1148,157,yes,no,Houston
1149,268,yes,no,San Fransisco
1150,164,yes,no,Los Angeles
1151,-97,yes,no,Jersey
1152,53,yes,no,San Antonio
1153,788,yes,no,Dallas
1154,1904,yes,yes,Santa Clara
1155,260,yes,no,Rosselle
1156,447,yes,no,Pittsburgh
1157,720,yes,no,Pennsylvania
1158,2827,yes,no,Newcastle
1159,0,no,no,New York
1160,1117,yes,no,San Jose
1161,597,yes,no,Houston
1162,362,yes,no,San Fransisco
1163,120,yes,no,Los Angeles
1164,89,yes,yes,Jersey
1165,442,yes,no,San Antonio
1166,111,yes,no,Dallas
1167,247,yes,no,Santa Clara
1168,1,yes,no,Rosselle
1169,6,yes,no,Pittsburgh
1170,-947,yes,no,Pennsylvania
1171,191,yes,no,Newcastle
1172,-147,yes,no,New York
1173,703,yes,no,San Jose
1174,70,no,no,Houston
1175,83,yes,no,San Fransisco
1176,125,yes,no,Los Angeles
1177,190,yes,yes,Jersey
1178,46,yes,no,San Antonio
1179,1348,yes,no,Dallas
1180,420,yes,no,Santa Clara
1181,96,yes,no,Rosselle
1182,271,yes,no,Pittsburgh
1183,1320,yes,yes,Pennsylvania
1184,54,yes,no,Newcastle
1185,198,yes,no,New York
1186,1094,yes,no,San Jose
1187,141,yes,yes,Houston
1188,207,yes,no,San Fransisco
1189,-206,yes,no,Los Angeles
1190,177,yes,no,Jersey
1191,176,yes,no,San Antonio
1192,-413,yes,no,Dallas
1193,-81,yes,no,Santa Clara
1194,3837,yes,no,Rosselle
1195,870,yes,yes,Pittsburgh
1196,206,yes,no,Pennsylvania
1197,316,yes,no,Newcastle
1198,57,yes,yes,New York
1199,1,yes,no,San Jose
1200,-7,no,no,Houston
1201,611,yes,no,San Fransisco
1202,157,yes,no,Los Angeles
1203,233,yes,no,Jersey
1204,419,yes,yes,San Antonio
1205,134,yes,no,Dallas
1206,2087,no,no,Santa Clara
1207,103,yes,no,Rosselle
1208,281,yes,no,Pittsburgh
1209,133,yes,no,Pennsylvania
1210,1865,yes,no,Newcastle
1211,325,yes,no,New York
1212,-18,yes,no,San Jose
1213,49,yes,no,Houston
1214,7444,yes,yes,San Fransisco
1215,59,yes,yes,Los Angeles
1216,45,yes,no,Jersey
1217,387,yes,no,San Antonio
1218,5,yes,yes,Dallas
1219,71,yes,no,Santa Clara
1220,96,yes,no,Rosselle
1221,72,yes,no,Pittsburgh
1222,1715,yes,no,Pennsylvania
1223,181,yes,no,Newcastle
1224,20,yes,no,New York
1225,65,yes,no,San Jose
1226,81,yes,no,Houston
1227,226,yes,yes,San Fransisco
1228,1128,yes,no,Los Angeles
1229,582,yes,no,Jersey
1230,5611,yes,no,San Antonio
1231,177,yes,no,Dallas
1232,181,yes,no,Santa Clara
1233,0,yes,no,Rosselle
1234,734,yes,no,Pittsburgh
1235,322,yes,no,Pennsylvania
1236,134,yes,no,Newcastle
1237,10350,yes,no,New York
1238,84,yes,no,San Jose
1239,620,yes,no,Houston
1240,254,yes,no,San Fransisco
1241,0,yes,no,Los Angeles
1242,5903,yes,no,Jersey
1243,134,yes,yes,San Antonio
1244,1381,yes,no,Dallas
1245,104,yes,no,Santa Clara
1246,318,yes,no,Rosselle
1247,2151,yes,no,Pittsburgh
1248,-8,yes,no,Pennsylvania
1249,185,yes,no,Newcastle
1250,1773,no,no,New York
1251,40,yes,no,San Jose
1252,44,yes,no,Houston
1253,0,yes,no,San Fransisco
1254,0,yes,no,Los Angeles
1255,3058,yes,no,Jersey
1256,130,yes,no,San Antonio
1257,507,yes,no,Dallas
1258,844,yes,no,Santa Clara
1259,458,yes,no,Rosselle
1260,-744,yes,no,Pittsburgh
1261,-2,yes,no,Pennsylvania
1262,129,yes,no,Newcastle
1263,411,yes,no,New York
1264,643,yes,no,San Jose
1265,391,yes,no,Houston
1266,80,yes,yes,San Fransisco
1267,10,yes,no,Los Angeles
1268,114,yes,yes,Jersey
1269,1,yes,no,San Antonio
1270,1341,yes,no,Dallas
1271,4,yes,no,Santa Clara
1272,2770,yes,no,Rosselle
1273,5956,yes,no,Pittsburgh
1274,55,yes,no,Pennsylvania
1275,131,yes,no,Newcastle
1276,1942,yes,no,New York
1277,298,yes,no,San Jose
1278,291,no,no,Houston
1279,85,yes,no,San Fransisco
1280,797,yes,no,Los Angeles
1281,152,yes,no,Jersey
1282,481,yes,no,San Antonio
1283,66,yes,no,Dallas
1284,4586,yes,no,Santa Clara
1285,1798,yes,no,Rosselle
1286,220,yes,no,Pittsburgh
1287,715,yes,no,Pennsylvania
1288,442,yes,no,Newcastle
1289,85,yes,no,New York
1290,319,yes,no,San Jose
1291,-29,yes,no,Houston
1292,303,no,no,San Fransisco
1293,2398,yes,no,Los Angeles
1294,31,no,no,Jersey
1295,1832,yes,no,San Antonio
1296,2019,yes,no,Dallas
1297,3,yes,no,Santa Clara
1298,397,no,no,Rosselle
1299,1161,yes,no,Pittsburgh
1300,777,yes,no,Pennsylvania
1301,47,yes,no,Newcastle
1302,-58,yes,no,New York
1303,1513,yes,no,San Jose
1304,121,no,no,Houston
1305,904,yes,no,San Fransisco
1306,697,yes,no,Los Angeles
1307,841,yes,no,Jersey
1308,7317,yes,no,San Antonio
1309,-95,yes,no,Dallas
1310,751,yes,no,Santa Clara
1311,250,yes,no,Rosselle
1312,365,yes,no,Pittsburgh
1313,1315,yes,no,Pennsylvania
1314,65,yes,no,Newcastle
1315,1852,no,no,New York
1316,-84,yes,no,San Jose
1317,36,yes,no,Houston
1318,125,yes,no,San Fransisco
1319,0,no,no,Los Angeles
1320,105,yes,no,Jersey
1321,432,yes,no,San Antonio
1322,555,yes,no,Dallas
1323,-24,yes,no,Santa Clara
1324,2261,yes,no,Rosselle
1325,804,yes,yes,Pittsburgh
1326,-617,yes,no,Pennsylvania
1327,-1,yes,no,Newcastle
1328,237,yes,no,New York
1329,514,yes,no,San Jose
1330,1988,yes,no,Houston
1331,491,yes,no,San Fransisco
1332,675,yes,no,Los Angeles
1333,177,yes,no,Jersey
1334,340,yes,no,San Antonio
1335,230,yes,no,Dallas
1336,0,no,no,Santa Clara
1337,2331,yes,no,Rosselle
1338,0,yes,no,Pittsburgh
1339,217,yes,no,Pennsylvania
1340,186,yes,no,Newcastle
1341,168,yes,yes,New York
1342,145,yes,no,San Jose
1343,140,yes,no,Houston
1344,-22,yes,no,San Fransisco
1345,389,yes,no,Los Angeles
1346,323,yes,yes,Jersey
1347,6,yes,no,San Antonio
1348,225,yes,yes,Dallas
1349,142,yes,no,Santa Clara
1350,5,no,no,Rosselle
1351,174,yes,yes,Pittsburgh
1352,-768,yes,no,Pennsylvania
1353,30,no,no,Newcastle
1354,968,yes,yes,New York
1355,47,yes,yes,San Jose
1356,0,yes,yes,Houston
1357,91,yes,no,San Fransisco
1358,-77,yes,no,Los Angeles
1359,486,yes,no,Jersey
1360,341,yes,no,San Antonio
1361,50,yes,no,Dallas
1362,205,yes,no,Santa Clara
1363,762,yes,no,Rosselle
1364,31,yes,no,Pittsburgh
1365,-581,yes,no,Pennsylvania
1366,-45,yes,no,Newcastle
1367,0,no,no,New York
1368,120,yes,yes,San Jose
1369,335,yes,no,Houston
1370,-232,yes,no,San Fransisco
1371,785,yes,no,Los Angeles
1372,28,yes,no,Jersey
1373,2067,yes,no,San Antonio
1374,448,yes,no,Dallas
1375,37,yes,no,Santa Clara
1376,301,yes,no,Rosselle
1377,668,no,no,Pittsburgh
1378,115,yes,yes,Pennsylvania
1379,275,no,no,Newcastle
1380,414,no,no,New York
1381,3,yes,no,San Jose
1382,496,no,no,Houston
1383,150,yes,no,San Fransisco
1384,163,no,no,Los Angeles
1385,1322,yes,no,Jersey
1386,1713,yes,no,San Antonio
1387,242,yes,no,Dallas
1388,-29,no,no,Santa Clara
1389,381,yes,no,Rosselle
1390,82,yes,no,Pittsburgh
1391,21,yes,no,Pennsylvania
1392,1801,yes,no,Newcastle
1393,640,yes,yes,New York
1394,113,yes,no,San Jose
1395,1042,yes,no,Houston
1396,240,yes,no,San Fransisco
1397,-244,yes,no,Los Angeles
1398,70,yes,yes,Jersey
1399,-339,yes,no,San Antonio
1400,59,yes,no,Dallas
1401,1222,yes,no,Santa Clara
1402,-41,yes,no,Rosselle
1403,0,yes,no,Pittsburgh
1404,6,yes,no,Pennsylvania
1405,4,yes,no,Newcastle
1406,20,yes,yes,New York
1407,846,yes,no,San Jose
1408,338,yes,no,Houston
1409,90,yes,yes,San Fransisco
1410,406,yes,no,Los Angeles
1411,2,no,no,Jersey
1412,2211,no,no,San Antonio
1413,87,yes,no,Dallas
1414,178,yes,no,Santa Clara
1415,185,yes,yes,Rosselle
1416,-210,yes,no,Pittsburgh
1417,388,yes,no,Pennsylvania
1418,1,yes,no,Newcastle
1419,879,yes,no,New York
1420,214,yes,no,San Jose
1421,698,yes,no,Houston
1422,1601,yes,no,San Fransisco
1423,717,yes,no,Los Angeles
1424,255,yes,no,Jersey
1425,375,yes,no,San Antonio
1426,587,yes,no,Dallas
1427,644,yes,yes,Santa Clara
1428,0,yes,no,Rosselle
1429,-275,yes,no,Pittsburgh
1430,116,yes,no,Pennsylvania
1431,37,yes,yes,Newcastle
1432,753,yes,no,New York
1433,162,yes,no,San Jose
1434,984,yes,no,Houston
1435,199,yes,no,San Fransisco
1436,241,yes,no,Los Angeles
1437,648,yes,yes,Jersey
1438,907,yes,yes,San Antonio
1439,6322,no,no,Dallas
1440,125,yes,yes,Santa Clara
1441,90,yes,no,Rosselle
1442,54,yes,yes,Pittsburgh
1443,-132,no,no,Pennsylvania
1444,267,no,no,Newcastle
1445,289,yes,no,New York
1446,613,yes,no,San Jose
1447,618,yes,no,Houston
1448,1786,yes,no,San Fransisco
1449,607,yes,yes,Los Angeles
1450,586,yes,yes,Jersey
1451,459,yes,no,San Antonio
1452,298,yes,no,Dallas
1453,134,no,no,Santa Clara
1454,34,yes,no,Rosselle
1455,1378,yes,no,Pittsburgh
1456,417,yes,yes,Pennsylvania
1457,25,yes,no,Newcastle
1458,22,yes,no,New York
1459,398,yes,no,San Jose
1460,1164,yes,no,Houston
1461,487,yes,no,San Fransisco
1462,1069,yes,no,Los Angeles
1463,-192,yes,no,Jersey
1464,0,yes,no,San Antonio
1465,332,yes,no,Dallas
1466,121,yes,no,Santa Clara
1467,68,yes,no,Rosselle
1468,-176,yes,no,Pittsburgh
1469,527,yes,yes,Pennsylvania
1470,193,yes,no,Newcastle
1471,7601,yes,no,New York
1472,751,no,no,San Jose
1473,495,yes,no,Houston
1474,670,yes,no,San Fransisco
1475,363,yes,no,Los Angeles
1476,376,yes,no,Jersey
1477,292,yes,no,San Antonio
1478,0,no,no,Dallas
1479,184,yes,no,Santa Clara
1480,80,yes,no,Rosselle
1481,1824,yes,no,Pittsburgh
1482,2850,no,no,Pennsylvania
1483,48,yes,no,Newcastle
1484,76,no,no,New York
1485,336,yes,no,San Jose
1486,0,no,yes,Houston
1487,433,yes,no,San Fransisco
1488,103,yes,yes,Los Angeles
1489,1164,yes,no,Jersey
1490,129,yes,no,San Antonio
1491,5873,no,no,Dallas
1492,0,yes,no,Santa Clara
1493,82,yes,no,Rosselle
1494,362,yes,no,Pittsburgh
1495,186,yes,no,Pennsylvania
1496,1216,yes,no,Newcastle
1497,704,yes,no,New York
1498,205,yes,no,San Jose
1499,830,yes,no,Houston
1500,-315,yes,no,San Fransisco
1501,64,yes,yes,Los Angeles
1502,-820,no,no,Jersey
1503,538,yes,yes,San Antonio
1504,948,yes,no,Dallas
1505,1288,yes,no,Santa Clara
1506,70,yes,no,Rosselle
1507,393,yes,no,Pittsburgh
1508,365,yes,no,Pennsylvania
1509,879,yes,yes,Newcastle
1510,491,yes,no,New York
1511,0,yes,no,San Jose
1512,0,no,no,Houston
1513,229,yes,no,San Fransisco
1514,22,yes,yes,Los Angeles
1515,570,yes,no,Jersey
1516,56,yes,no,San Antonio
1517,118,yes,no,Dallas
1518,106,yes,no,Santa Clara
1519,1768,yes,no,Rosselle
1520,213,yes,no,Pittsburgh
1521,381,yes,no,Pennsylvania
1522,1147,yes,yes,Newcastle
1523,373,yes,no,New York
1524,50,yes,no,San Jose
1525,67,yes,yes,Houston
1526,0,yes,yes,San Fransisco
1527,61,yes,yes,Los Angeles
1528,504,yes,no,Jersey
1529,177,yes,no,San Antonio
1530,584,yes,no,Dallas
1531,-732,yes,no,Santa Clara
1532,572,yes,no,Rosselle
1533,105,yes,no,Pittsburgh
1534,0,yes,no,Pennsylvania
1535,832,yes,yes,Newcastle
1536,2642,yes,no,New York
1537,195,yes,no,San Jose
1538,718,yes,no,Houston
1539,336,yes,yes,San Fransisco
1540,332,yes,no,Los Angeles
1541,1,yes,no,Jersey
1542,-138,yes,yes,San Antonio
1543,749,no,no,Dallas
1544,14,yes,no,Santa Clara
1545,177,no,no,Rosselle
1546,557,no,no,Pittsburgh
1547,126,yes,no,Pennsylvania
1548,359,no,yes,Newcastle
1549,496,yes,no,New York
1550,72,no,no,San Jose
1551,175,yes,no,Houston
1552,430,no,no,San Fransisco
1553,574,yes,no,Los Angeles
1554,69,yes,no,Jersey
1555,106,yes,no,San Antonio
1556,0,yes,no,Dallas
1557,23,yes,no,Santa Clara
1558,42,yes,no,Rosselle
1559,429,yes,no,Pittsburgh
1560,88,yes,no,Pennsylvania
1561,3932,yes,no,Newcastle
1562,177,yes,no,New York
1563,468,yes,no,San Jose
1564,639,yes,no,Houston
1565,2124,yes,no,San Fransisco
1566,309,yes,no,Los Angeles
1567,202,yes,no,Jersey
1568,20,yes,yes,San Antonio
1569,-17,yes,no,Dallas
1570,-417,yes,no,Santa Clara
1571,528,yes,no,Rosselle
1572,394,yes,no,Pittsburgh
1573,856,yes,no,Pennsylvania
1574,468,yes,no,Newcastle
1575,138,yes,no,New York
1576,406,yes,no,San Jose
1577,221,yes,no,Houston
1578,523,yes,yes,San Fransisco
1579,-52,yes,no,Los Angeles
1580,397,yes,no,Jersey
1581,-432,yes,no,San Antonio
1582,298,yes,no,Dallas
1583,1080,yes,yes,Santa Clara
1584,-85,yes,no,Rosselle
1585,4012,no,yes,Pittsburgh
1586,123,no,no,Pennsylvania
1587,498,yes,no,Newcastle
1588,23,yes,no,New York
1589,-315,yes,no,San Jose
1590,89,no,yes,Houston
1591,699,yes,no,San Fransisco
1592,145,yes,no,Los Angeles
1593,-138,yes,yes,Jersey
1594,491,yes,no,San Antonio
1595,820,yes,no,Dallas
1596,1376,yes,no,Santa Clara
1597,0,yes,no,Rosselle
1598,507,yes,no,Pittsburgh
1599,771,no,no,Pennsylvania
1600,310,yes,no,Newcastle
1601,136,yes,no,New York
1602,310,yes,no,San Jose
1603,813,yes,no,Houston
1604,14,yes,yes,San Fransisco
1605,-97,yes,no,Los Angeles
1606,332,yes,no,Jersey
1607,5034,yes,no,San Antonio
1608,281,yes,no,Dallas
1609,576,yes,no,Santa Clara
1610,1891,yes,no,Rosselle
1611,473,yes,yes,Pittsburgh
1612,216,yes,no,Pennsylvania
1613,-13,yes,no,Newcastle
1614,162,yes,no,New York
1615,365,yes,no,San Jose
1616,264,yes,no,Houston
1617,490,yes,no,San Fransisco
1618,230,yes,no,Los Angeles
1619,-9,yes,yes,Jersey
1620,317,yes,no,San Antonio
1621,458,yes,yes,Dallas
1622,19,yes,no,Santa Clara
1623,536,yes,no,Rosselle
1624,117,yes,no,Pittsburgh
1625,368,yes,no,Pennsylvania
1626,-98,yes,no,Newcastle
1627,627,yes,no,New York
1628,180,yes,no,San Jose
1629,26,yes,no,Houston
1630,2171,yes,no,San Fransisco
1631,-118,yes,no,Los Angeles
1632,1059,yes,no,Jersey
1633,186,yes,no,San Antonio
1634,1306,yes,no,Dallas
1635,3007,yes,no,Santa Clara
1636,-88,yes,no,Rosselle
1637,265,yes,yes,Pittsburgh
1638,21,yes,no,Pennsylvania
1639,230,yes,no,Newcastle
1640,252,yes,no,New York
1641,422,yes,no,San Jose
1642,85,yes,no,Houston
1643,4286,yes,no,San Fransisco
1644,0,no,no,Los Angeles
1645,60,no,no,Jersey
1646,687,yes,no,San Antonio
1647,40,yes,no,Dallas
1648,22,yes,no,Santa Clara
1649,-333,yes,yes,Rosselle
1650,483,yes,no,Pittsburgh
1651,503,yes,yes,Pennsylvania
1652,1245,yes,no,Newcastle
1653,117,yes,no,New York
1654,33,yes,yes,San Jose
1655,-320,yes,no,Houston
1656,49,yes,no,San Fransisco
1657,0,yes,no,Los Angeles
1658,100,yes,no,Jersey
1659,344,yes,no,San Antonio
1660,-286,yes,no,Dallas
1661,57,yes,no,Santa Clara
1662,370,no,no,Rosselle
1663,470,yes,no,Pittsburgh
1664,0,yes,no,Pennsylvania
1665,767,yes,no,Newcastle
1666,1,no,no,New York
1667,0,no,no,San Jose
1668,121,yes,no,Houston
1669,190,yes,no,San Fransisco
1670,120,yes,no,Los Angeles
1671,2068,yes,yes,Jersey
1672,332,yes,no,San Antonio
1673,-322,no,no,Dallas
1674,274,yes,no,Santa Clara
1675,3,yes,no,Rosselle
1676,6,yes,no,Pittsburgh
1677,288,yes,no,Pennsylvania
1678,146,yes,no,Newcastle
1679,286,yes,no,New York
1680,114,yes,yes,San Jose
1681,190,yes,yes,Houston
1682,111,yes,no,San Fransisco
1683,246,yes,no,Los Angeles
1684,108,no,no,Jersey
1685,187,yes,no,San Antonio
1686,457,yes,no,Dallas
1687,131,yes,yes,Santa Clara
1688,1825,yes,no,Rosselle
1689,307,yes,no,Pittsburgh
1690,-198,yes,no,Pennsylvania
1691,739,yes,no,Newcastle
1692,759,yes,no,New York
1693,777,yes,no,San Jose
1694,378,yes,no,Houston
1695,337,yes,no,San Fransisco
1696,-78,yes,no,Los Angeles
1697,355,yes,no,Jersey
1698,133,yes,no,San Antonio
1699,32,yes,no,Dallas
1700,55,yes,yes,Santa Clara
1701,417,yes,no,Rosselle
1702,153,yes,no,Pittsburgh
1703,794,no,no,Pennsylvania
1704,187,yes,no,Newcastle
